player,match,year,age,winrate,playerrank
Andrei Medvedev,209,1995.25,20.5,67.46,109
Andrei Medvedev,250,1995.75,21,66.4,109
Andrei Medvedev,275,1996.25,21.5,65.09,109
Andrei Medvedev,314,1996.75,22,64.97,109
Andrei Medvedev,333,1997.25,22.5,63.96,109
Andrei Medvedev,370,1997.75,23,64.05,109
Andrei Medvedev,390,1998.25,23.5,63.85,109
Andrei Medvedev,417,1998.75,24,62.35,109
Andrei Medvedev,431,1999.25,24.5,62.18,109
Andrei Medvedev,460,1999.75,25,61.74,109
Andrei Medvedev,479,2000.25,25.5,60.75,109
Andrei Medvedev,525,2001.25,26.5,60.57,109
Andrei Medvedev,538,2001.75,27,59.85,109
Felix Mantilla,1,1994.75,20,20,108
Felix Mantilla,9,1995.25,20.5,44.44,108
Felix Mantilla,37,1995.75,21,51.35,108
Felix Mantilla,64,1996.25,21.5,54.69,108
Felix Mantilla,133,1996.75,22,63.91,108
Felix Mantilla,154,1997.25,22.5,62.34,108
Felix Mantilla,216,1997.75,23,67.13,108
Felix Mantilla,235,1998.25,23.5,65.96,108
Felix Mantilla,283,1998.75,24,65.37,108
Felix Mantilla,306,1999.25,24.5,65.03,108
Felix Mantilla,346,1999.75,25,64.74,108
Felix Mantilla,359,2000.25,25.5,64.07,108
Felix Mantilla,394,2001.25,26.5,63.71,108
Felix Mantilla,435,2001.75,27,63.68,108
Felix Mantilla,457,2002.25,27.5,63.02,108
Felix Mantilla,483,2002.75,28,62.32,108
Felix Mantilla,510,2003.25,28.5,62.35,108
Felix Mantilla,532,2003.75,29,61.84,108
Felix Mantilla,549,2004.25,29.5,61.2,108
Felix Mantilla,584,2005.25,30.5,60.62,108
Felix Mantilla,607,2007.25,32.5,59.97,108
Ivan Ljubicic,1,1996.25,16.5,40,107
Ivan Ljubicic,5,1997.25,17.5,40,107
Ivan Ljubicic,23,1998.25,18.5,47.83,107
Ivan Ljubicic,47,1998.75,19,51.06,107
Ivan Ljubicic,68,1999.25,19.5,57.35,107
Ivan Ljubicic,95,1999.75,20,52.63,107
Ivan Ljubicic,116,2000.25,20.5,52.59,107
Ivan Ljubicic,145,2000.75,21,51.72,107
Ivan Ljubicic,168,2001.25,21.5,52.38,107
Ivan Ljubicic,197,2001.75,22,52.79,107
Ivan Ljubicic,229,2002.25,22.5,53.71,107
Ivan Ljubicic,260,2002.75,23,53.46,107
Ivan Ljubicic,286,2003.25,23.5,53.15,107
Ivan Ljubicic,315,2003.75,24,53.33,107
Ivan Ljubicic,339,2004.25,24.5,53.69,107
Ivan Ljubicic,368,2004.75,25,54.08,107
Ivan Ljubicic,417,2005.25,25.5,56.12,107
Ivan Ljubicic,443,2005.75,26,56.66,107
Ivan Ljubicic,498,2006.25,26.5,59.44,107
Ivan Ljubicic,541,2006.75,27,60.26,107
Ivan Ljubicic,578,2007.25,27.5,61.07,107
Ivan Ljubicic,609,2007.75,28,61.08,107
Ivan Ljubicic,637,2008.25,28.5,61.22,107
Ivan Ljubicic,657,2008.75,29,60.73,107
Ivan Ljubicic,678,2009.25,29.5,60.47,107
Ivan Ljubicic,710,2009.75,30,60.42,107
Ivan Ljubicic,741,2010.25,30.5,60.86,107
Ivan Ljubicic,757,2010.75,31,60.37,107
Ivan Ljubicic,785,2011.25,31.5,60.25,107
Ivan Ljubicic,808,2011.75,32,60.27,107
Ivan Ljubicic,823,2012.25,32.5,59.9,107
Thomas Enqvist,1,1990.5,15.75,40,106
Thomas Enqvist,2,1990.75,16,50,106
Thomas Enqvist,7,1991.25,16.5,42.86,106
Thomas Enqvist,17,1991.75,17,41.18,106
Thomas Enqvist,34,1992.25,17.5,50,106
Thomas Enqvist,58,1992.75,18,55.17,106
Thomas Enqvist,82,1993.25,18.5,53.66,106
Thomas Enqvist,106,1993.75,19,52.83,106
Thomas Enqvist,127,1994.25,19.5,51.18,106
Thomas Enqvist,154,1994.75,20,52.6,106
Thomas Enqvist,184,1995.25,20.5,56.52,106
Thomas Enqvist,232,1995.75,21,58.62,106
Thomas Enqvist,267,1996.25,21.5,59.55,106
Thomas Enqvist,315,1996.75,22,60.32,106
Thomas Enqvist,356,1997.25,22.5,62.08,106
Thomas Enqvist,383,1997.75,23,61.62,106
Thomas Enqvist,422,1998.25,23.5,62.32,106
Thomas Enqvist,439,1998.75,24,62.87,106
Thomas Enqvist,469,1999.25,24.5,63.11,106
Thomas Enqvist,505,1999.75,25,62.18,106
Thomas Enqvist,545,2000.25,25.5,62.94,106
Thomas Enqvist,586,2000.75,26,63.31,106
Thomas Enqvist,604,2001.25,26.5,63.25,106
Thomas Enqvist,637,2001.75,27,62.95,106
Thomas Enqvist,673,2002.25,27.5,63.3,106
Thomas Enqvist,698,2002.75,28,62.89,106
Thomas Enqvist,712,2003.25,28.5,62.22,106
Thomas Enqvist,733,2003.75,29,61.12,106
Thomas Enqvist,759,2004.25,29.5,61,106
Thomas Enqvist,780,2004.75,30,60.38,106
Thomas Enqvist,796,2005.25,30.5,60.05,106
Thomas Enqvist,807,2005.75,31,59.85,106
Mardy Fish,1,2000,18.25,20,105
Mardy Fish,7,2000.25,18.5,14.29,105
Mardy Fish,25,2000.75,19,40,105
Mardy Fish,51,2001.25,19.5,50.98,105
Mardy Fish,66,2001.75,20,50,105
Mardy Fish,95,2002.25,20.5,51.58,105
Mardy Fish,124,2002.75,21,56.45,105
Mardy Fish,159,2003.25,21.5,59.75,105
Mardy Fish,193,2003.75,22,59.07,105
Mardy Fish,218,2004.25,22.5,59.63,105
Mardy Fish,245,2004.75,23,60.41,105
Mardy Fish,264,2005.25,23.5,59.09,105
Mardy Fish,280,2006.25,24.5,57.86,105
Mardy Fish,324,2006.75,25,60.19,105
Mardy Fish,349,2007.25,25.5,60.46,105
Mardy Fish,372,2007.75,26,59.14,105
Mardy Fish,399,2008.25,26.5,59.15,105
Mardy Fish,430,2008.75,27,58.84,105
Mardy Fish,453,2009.25,27.5,58.72,105
Mardy Fish,490,2010.25,28.5,58.37,105
Mardy Fish,528,2010.75,29,59.85,105
Mardy Fish,548,2011.25,29.5,60.04,105
Mardy Fish,587,2011.75,30,60.65,105
Mardy Fish,610,2012.25,30.5,60,105
Mardy Fish,633,2013.25,31.5,60.19,105
Jan Kodes,1,1973,26.25,40,104
Jan Kodes,13,1973.25,26.5,69.23,104
Jan Kodes,54,1973.75,27,74.07,104
Jan Kodes,85,1974.25,27.5,68.24,104
Jan Kodes,120,1974.75,28,69.17,104
Jan Kodes,154,1975.25,28.5,68.83,104
Jan Kodes,193,1975.75,29,69.43,104
Jan Kodes,228,1976.25,29.5,69.3,104
Jan Kodes,267,1976.75,30,69.66,104
Jan Kodes,290,1977.25,30.5,68.28,104
Jan Kodes,315,1977.75,31,67.62,104
Jan Kodes,336,1978.25,31.5,66.37,104
Jan Kodes,349,1978.75,32,65.33,104
Jan Kodes,369,1979.25,32.5,64.77,104
Jan Kodes,391,1979.75,33,64.19,104
Jan Kodes,395,1980.25,33.5,63.54,104
Jan Kodes,408,1980.75,34,62.75,104
Jan Kodes,415,1981.25,34.5,61.93,104
Jan Kodes,424,1981.75,35,61.08,104
Jan Kodes,429,1982.25,35.5,60.61,104
Alberto Berasategui,1,1991.75,18,40,103
Alberto Berasategui,13,1992.25,18.5,53.85,103
Alberto Berasategui,40,1992.75,19,47.5,103
Alberto Berasategui,68,1993.25,19.5,52.94,103
Alberto Berasategui,108,1993.75,20,56.48,103
Alberto Berasategui,139,1994.25,20.5,57.55,103
Alberto Berasategui,202,1994.75,21,63.86,103
Alberto Berasategui,237,1995.25,21.5,63.71,103
Alberto Berasategui,280,1995.75,22,62.14,103
Alberto Berasategui,305,1996.25,22.5,61.97,103
Alberto Berasategui,365,1996.75,23,63.29,103
Alberto Berasategui,393,1997.25,23.5,63.36,103
Alberto Berasategui,451,1997.75,24,63.86,103
Alberto Berasategui,471,1998.25,24.5,63.69,103
Alberto Berasategui,514,1998.75,25,63.23,103
Alberto Berasategui,524,1999.25,25.5,62.21,103
Alberto Berasategui,559,1999.75,26,61.9,103
Alberto Berasategui,581,2000.25,26.5,61.27,103
Alberto Berasategui,602,2000.75,27,60.47,103
Alberto Berasategui,623,2001.25,27.5,60.19,103
Aaron Krickstein,1,1983,15.25,20,102
Aaron Krickstein,2,1983.25,15.5,50,102
Aaron Krickstein,11,1983.75,16,45.45,102
Aaron Krickstein,24,1984.25,16.5,50,102
Aaron Krickstein,78,1985.25,17.5,65.38,102
Aaron Krickstein,109,1985.75,18,59.63,102
Aaron Krickstein,127,1986.25,18.5,59.84,102
Aaron Krickstein,159,1986.75,19,61.01,102
Aaron Krickstein,184,1987.25,19.5,60.33,102
Aaron Krickstein,219,1988.25,20.5,61.19,102
Aaron Krickstein,260,1988.75,21,61.92,102
Aaron Krickstein,294,1989.25,21.5,63.27,102
Aaron Krickstein,332,1989.75,22,64.16,102
Aaron Krickstein,367,1990.25,22.5,64.58,102
Aaron Krickstein,401,1990.75,23,64.09,102
Aaron Krickstein,423,1991.25,23.5,63.36,102
Aaron Krickstein,456,1991.75,24,63.16,102
Aaron Krickstein,485,1992.25,24.5,63.51,102
Aaron Krickstein,518,1993.25,25.5,63.71,102
Aaron Krickstein,551,1993.75,26,63.34,102
Aaron Krickstein,577,1994.25,26.5,63.08,102
Aaron Krickstein,604,1994.75,27,62.42,102
Aaron Krickstein,629,1995.25,27.5,61.84,102
Aaron Krickstein,647,1995.75,28,61.21,102
Aaron Krickstein,657,1996.25,28.5,60.27,102
Miloslav Mecir,1,2007,18.25,0,101
Miloslav Mecir,6,2007.25,18.5,16.67,101
Miloslav Mecir,25,2007.75,19,32,101
Miloslav Mecir,41,2008.25,19.5,43.9,101
Miloslav Mecir,63,2008.75,20,49.21,101
Miloslav Mecir,101,2009.25,20.5,53.47,101
Miloslav Mecir,136,2009.75,21,52.21,101
Miloslav Mecir,158,2010.25,21.5,55.06,101
Miloslav Mecir,199,2010.75,22,57.29,101
Miloslav Mecir,231,2011.25,22.5,57.58,101
Miloslav Mecir,268,2011.75,23,57.09,101
Miloslav Mecir,275,2012.25,23.5,57.09,101
Miloslav Mecir,310,2012.75,24,59.03,101
Miloslav Mecir,335,2013.25,24.5,60.9,101
Miloslav Mecir,372,2013.75,25,61.02,101
Miloslav Mecir,395,2014.25,25.5,60.76,101
Miloslav Mecir,427,2014.75,26,60.66,101
Henrik Sundstrom,1,1981.5,16.75,20,100
Henrik Sundstrom,6,1981.75,17,16.67,100
Henrik Sundstrom,16,1982.25,17.5,37.5,100
Henrik Sundstrom,38,1982.75,18,52.63,100
Henrik Sundstrom,64,1983.25,18.5,64.06,100
Henrik Sundstrom,95,1983.75,19,62.11,100
Henrik Sundstrom,116,1984.25,19.5,61.21,100
Henrik Sundstrom,174,1984.75,20,66.67,100
Henrik Sundstrom,192,1985.25,20.5,66.15,100
Henrik Sundstrom,233,1985.75,21,65.67,100
Henrik Sundstrom,239,1986.25,21.5,64.44,100
Henrik Sundstrom,275,1986.75,22,63.64,100
Henrik Sundstrom,277,1987.25,22.5,63.18,100
Henrik Sundstrom,297,1988.25,23.5,60.94,100
Alex Corretja,1,1991.75,17,60,99
Alex Corretja,7,1992.25,17.5,57.14,99
Alex Corretja,40,1992.75,18,50,99
Alex Corretja,59,1993.25,18.5,52.54,99
Alex Corretja,93,1993.75,19,51.61,99
Alex Corretja,117,1994.25,19.5,52.99,99
Alex Corretja,166,1994.75,20,56.02,99
Alex Corretja,189,1995.25,20.5,56.61,99
Alex Corretja,223,1995.75,21,55.16,99
Alex Corretja,242,1996.25,21.5,54.96,99
Alex Corretja,292,1996.75,22,56.51,99
Alex Corretja,307,1997.25,22.5,55.37,99
Alex Corretja,364,1997.75,23,58.52,99
Alex Corretja,384,1998.25,23.5,58.85,99
Alex Corretja,429,1998.75,24,60.37,99
Alex Corretja,460,1999.25,24.5,60.43,99
Alex Corretja,500,1999.75,25,61.2,99
Alex Corretja,524,2000.25,25.5,61.45,99
Alex Corretja,567,2000.75,26,62.61,99
Alex Corretja,591,2001.25,26.5,62.44,99
Alex Corretja,632,2001.75,27,62.97,99
Alex Corretja,646,2002.25,27.5,62.54,99
Alex Corretja,690,2002.75,28,63.19,99
Alex Corretja,702,2003.25,28.5,62.82,99
Alex Corretja,724,2003.75,29,61.74,99
Alex Corretja,744,2004.25,29.5,61.56,99
Alex Corretja,761,2004.75,30,60.84,99
Alex Corretja,774,2005.25,30.5,60.47,99
Dick Stockton,1,1973,21.25,80,98
Dick Stockton,24,1973.25,21.5,66.67,98
Dick Stockton,55,1973.75,22,61.82,98
Dick Stockton,71,1974.25,22.5,61.97,98
Dick Stockton,100,1974.75,23,64,98
Dick Stockton,140,1975.25,23.5,67.14,98
Dick Stockton,167,1975.75,24,66.47,98
Dick Stockton,195,1976.25,24.5,65.64,98
Dick Stockton,239,1976.75,25,66.11,98
Dick Stockton,283,1977.25,25.5,67.49,98
Dick Stockton,326,1977.75,26,67.48,98
Dick Stockton,353,1978.25,26.5,67.14,98
Dick Stockton,399,1978.75,27,66.67,98
Dick Stockton,424,1979.25,27.5,65.8,98
Dick Stockton,448,1979.75,28,64.73,98
Dick Stockton,452,1980.25,28.5,64.16,98
Dick Stockton,471,1980.75,29,63.48,98
Dick Stockton,483,1981.25,29.5,62.94,98
Dick Stockton,502,1981.75,30,62.55,98
Dick Stockton,513,1982.25,30.5,61.99,98
Dick Stockton,528,1982.75,31,60.98,98
Dick Stockton,535,1984.25,32.5,60.56,98
Gilles Simon,1,2002.5,17.75,20,97
Gilles Simon,4,2002.75,18,25,97
Gilles Simon,9,2003.25,18.5,11.11,97
Gilles Simon,41,2003.75,19,51.22,97
Gilles Simon,75,2004.25,19.5,58.67,97
Gilles Simon,118,2004.75,20,62.71,97
Gilles Simon,145,2005.25,20.5,65.52,97
Gilles Simon,171,2005.75,21,62.57,97
Gilles Simon,194,2006.25,21.5,62.89,97
Gilles Simon,231,2006.75,22,61.04,97
Gilles Simon,252,2007.25,22.5,60.32,97
Gilles Simon,291,2007.75,23,59.79,97
Gilles Simon,314,2008.25,23.5,59.55,97
Gilles Simon,360,2008.75,24,60.83,97
Gilles Simon,400,2009.25,24.5,61,97
Gilles Simon,437,2009.75,25,61.1,97
Gilles Simon,460,2010.25,25.5,60.87,97
Gilles Simon,484,2010.75,26,61.16,97
Gilles Simon,520,2011.25,26.5,61.15,97
Gilles Simon,558,2011.75,27,61.11,97
Gilles Simon,584,2012.25,27.5,60.62,97
Gilles Simon,623,2012.75,28,61,97
Gilles Simon,656,2013.25,28.5,61.28,97
Gilles Simon,689,2013.75,29,61.1,97
Gilles Simon,704,2014.25,29.5,60.65,97
Gilles Simon,742,2014.75,30,60.51,97
Guillermo Canas,1,1995.5,17.75,40,96
Guillermo Canas,2,1995.75,18,50,96
Guillermo Canas,6,1996.25,18.5,50,96
Guillermo Canas,25,1996.75,19,44,96
Guillermo Canas,48,1997.25,19.5,54.17,96
Guillermo Canas,77,1997.75,20,59.74,96
Guillermo Canas,96,1998.25,20.5,58.33,96
Guillermo Canas,132,1998.75,21,59.09,96
Guillermo Canas,157,1999.25,21.5,56.05,96
Guillermo Canas,197,1999.75,22,55.33,96
Guillermo Canas,212,2000.25,22.5,53.77,96
Guillermo Canas,221,2000.75,23,52.04,96
Guillermo Canas,238,2001.25,23.5,52.94,96
Guillermo Canas,281,2001.75,24,55.52,96
Guillermo Canas,313,2002.25,24.5,56.23,96
Guillermo Canas,359,2002.75,25,57.94,96
Guillermo Canas,374,2003.75,26,57.75,96
Guillermo Canas,399,2004.25,26.5,58.15,96
Guillermo Canas,432,2004.75,27,58.8,96
Guillermo Canas,459,2005.25,27.5,59.48,96
Guillermo Canas,484,2006.75,29,60.33,96
Guillermo Canas,543,2007.25,29.5,63.17,96
Guillermo Canas,574,2007.75,30,63.07,96
Guillermo Canas,601,2008.25,30.5,63.06,96
Guillermo Canas,633,2008.75,31,62.24,96
Guillermo Canas,651,2009.25,31.5,61.14,96
Peter Mcnamara,1,1976.5,20.75,40,95
Peter Mcnamara,9,1976.75,21,33.33,95
Peter Mcnamara,15,1977.25,21.5,33.33,95
Peter Mcnamara,18,1977.75,22,33.33,95
Peter Mcnamara,25,1978.25,22.5,36,95
Peter Mcnamara,42,1978.75,23,42.86,95
Peter Mcnamara,59,1979.25,23.5,42.37,95
Peter Mcnamara,106,1979.75,24,52.83,95
Peter Mcnamara,133,1980.25,24.5,52.63,95
Peter Mcnamara,174,1980.75,25,57.47,95
Peter Mcnamara,193,1981.25,25.5,58.55,95
Peter Mcnamara,238,1981.75,26,61.34,95
Peter Mcnamara,271,1982.25,26.5,61.99,95
Peter Mcnamara,307,1982.75,27,62.54,95
Peter Mcnamara,334,1985.25,29.5,62.28,95
Peter Mcnamara,340,1985.75,30,61.47,95
Peter Mcnamara,354,1986.25,30.5,61.3,95
Peter Mcnamara,358,1986.75,31,61.17,95
Wayne Ferreira,1,1988.5,16.75,80,94
Wayne Ferreira,5,1988.75,17,80,94
Wayne Ferreira,11,1989.25,17.5,63.64,94
Wayne Ferreira,21,1989.75,18,61.9,94
Wayne Ferreira,27,1990.25,18.5,62.96,94
Wayne Ferreira,48,1990.75,19,56.25,94
Wayne Ferreira,66,1991.25,19.5,59.09,94
Wayne Ferreira,96,1991.75,20,56.25,94
Wayne Ferreira,130,1992.25,20.5,58.46,94
Wayne Ferreira,172,1992.75,21,62.21,94
Wayne Ferreira,204,1993.25,21.5,61.76,94
Wayne Ferreira,239,1993.75,22,62.76,94
Wayne Ferreira,277,1994.25,22.5,62.82,94
Wayne Ferreira,330,1994.75,23,64.85,94
Wayne Ferreira,368,1995.25,23.5,64.95,94
Wayne Ferreira,410,1995.75,24,64.88,94
Wayne Ferreira,446,1996.25,24.5,65.47,94
Wayne Ferreira,497,1996.75,25,65.59,94
Wayne Ferreira,519,1997.25,25.5,64.93,94
Wayne Ferreira,556,1997.75,26,64.39,94
Wayne Ferreira,573,1998.25,26.5,64.22,94
Wayne Ferreira,605,1998.75,27,63.8,94
Wayne Ferreira,629,1999.25,27.5,63.12,94
Wayne Ferreira,663,1999.75,28,62.9,94
Wayne Ferreira,691,2000.25,28.5,62.95,94
Wayne Ferreira,724,2000.75,29,62.85,94
Wayne Ferreira,742,2001.25,29.5,62.67,94
Wayne Ferreira,764,2001.75,30,62.3,94
Wayne Ferreira,791,2002.25,30.5,61.95,94
Wayne Ferreira,817,2002.75,31,61.81,94
Wayne Ferreira,834,2003.25,31.5,61.87,94
Wayne Ferreira,857,2003.75,32,61.73,94
Wayne Ferreira,878,2004.25,32.5,61.28,94
Victor Pecci,1,1975.5,19.75,40,93
Victor Pecci,2,1975.75,20,44.12,93
Victor Pecci,11,1980.75,25,61.22,93
Corrado Barazzutti,1,1973,19.25,60,92
Corrado Barazzutti,3,1973.25,19.5,66.67,92
Corrado Barazzutti,20,1973.75,20,40,92
Corrado Barazzutti,30,1974.25,20.5,43.33,92
Corrado Barazzutti,59,1975.25,21.5,49.15,92
Corrado Barazzutti,76,1975.75,22,51.32,92
Corrado Barazzutti,92,1976.25,22.5,52.17,92
Corrado Barazzutti,121,1976.75,23,57.02,92
Corrado Barazzutti,144,1977.25,23.5,57.64,92
Corrado Barazzutti,175,1977.75,24,60,92
Corrado Barazzutti,192,1978.25,24.5,59.9,92
Corrado Barazzutti,241,1978.75,25,62.66,92
Corrado Barazzutti,275,1979.25,25.5,61.45,92
Corrado Barazzutti,321,1979.75,26,61.99,92
Corrado Barazzutti,348,1980.25,26.5,62.64,92
Corrado Barazzutti,385,1980.75,27,63.12,92
Corrado Barazzutti,403,1981.25,27.5,62.78,92
Corrado Barazzutti,448,1981.75,28,62.72,92
Corrado Barazzutti,469,1982.25,28.5,62.47,92
Corrado Barazzutti,497,1982.75,29,61.97,92
Corrado Barazzutti,517,1983.25,29.5,62.09,92
Corrado Barazzutti,551,1983.75,30,62.07,92
Corrado Barazzutti,560,1984.25,30.5,61.61,92
Anders Jarryd,1,1980.5,18.75,60,91
Anders Jarryd,11,1980.75,19,81.82,91
Anders Jarryd,14,1981.25,19.5,71.43,91
Anders Jarryd,38,1981.75,20,57.89,91
Anders Jarryd,56,1982.25,20.5,62.5,91
Anders Jarryd,76,1982.75,21,56.58,91
Anders Jarryd,94,1983.25,21.5,58.51,91
Anders Jarryd,126,1983.75,22,59.52,91
Anders Jarryd,159,1984.25,22.5,61.01,91
Anders Jarryd,199,1984.75,23,63.82,91
Anders Jarryd,237,1985.25,23.5,65.4,91
Anders Jarryd,273,1985.75,24,66.3,91
Anders Jarryd,316,1986.25,24.5,66.77,91
Anders Jarryd,359,1987.25,25.5,66.57,91
Anders Jarryd,388,1987.75,26,66.49,91
Anders Jarryd,415,1988.25,26.5,67.47,91
Anders Jarryd,441,1988.75,27,67.12,91
Anders Jarryd,463,1989.25,27.5,66.74,91
Anders Jarryd,480,1989.75,28,66.46,91
Anders Jarryd,489,1990.25,28.5,66.05,91
Anders Jarryd,503,1990.75,29,65.21,91
Anders Jarryd,537,1991.25,29.5,66.11,91
Anders Jarryd,560,1991.75,30,65.36,91
Anders Jarryd,585,1992.25,30.5,65.13,91
Anders Jarryd,598,1992.75,31,64.21,91
Anders Jarryd,616,1993.25,31.5,64.12,91
Anders Jarryd,628,1993.75,32,63.22,91
Anders Jarryd,647,1994.25,32.5,62.6,91
Anders Jarryd,657,1994.75,33,62.56,91
Anders Jarryd,684,1995.25,33.5,62.72,91
Anders Jarryd,703,1995.75,34,61.88,91
Anders Jarryd,712,1996.25,34.5,61.52,91
Marat Safin,1,1997.5,16.75,80,90
Marat Safin,16,1997.75,17,68.75,90
Marat Safin,26,1998.25,17.5,61.54,90
Marat Safin,68,1998.75,18,58.82,90
Marat Safin,92,1999.25,18.5,57.61,90
Marat Safin,129,1999.75,19,55.81,90
Marat Safin,155,2000.25,19.5,54.19,90
Marat Safin,221,2000.75,20,61.54,90
Marat Safin,259,2001.25,20.5,62.16,90
Marat Safin,300,2001.75,21,62.67,90
Marat Safin,334,2002.25,21.5,63.47,90
Marat Safin,380,2002.75,22,64.21,90
Marat Safin,410,2003.25,22.5,63.9,90
Marat Safin,418,2003.75,23,63.4,90
Marat Safin,435,2004.25,23.5,62.99,90
Marat Safin,477,2004.75,24,63.52,90
Marat Safin,510,2005.25,24.5,64.51,90
Marat Safin,541,2006.25,25.5,64.51,90
Marat Safin,577,2006.75,26,63.95,90
Marat Safin,609,2007.25,26.5,63.88,90
Marat Safin,635,2007.75,27,63.46,90
Marat Safin,644,2008.25,27.5,62.89,90
Marat Safin,681,2008.75,28,62.56,90
Marat Safin,699,2009.25,28.5,62.37,90
Marat Safin,717,2009.75,29,61.65,90
Marcos Baghdatis,1,2001.5,15.75,60,89
Marcos Baghdatis,4,2001.75,16,75,89
Marcos Baghdatis,13,2002.75,17,46.15,89
Marcos Baghdatis,17,2003.25,17.5,52.94,89
Marcos Baghdatis,60,2003.75,18,73.33,89
Marcos Baghdatis,69,2004.25,18.5,72.46,89
Marcos Baghdatis,88,2004.75,19,67.05,89
Marcos Baghdatis,105,2005.25,19.5,68.57,89
Marcos Baghdatis,130,2005.75,20,65.38,89
Marcos Baghdatis,164,2006.25,20.5,65.85,89
Marcos Baghdatis,199,2006.75,21,66.33,89
Marcos Baghdatis,224,2007.25,21.5,65.63,89
Marcos Baghdatis,261,2007.75,22,65.9,89
Marcos Baghdatis,286,2008.25,22.5,65.73,89
Marcos Baghdatis,303,2008.75,23,65.35,89
Marcos Baghdatis,323,2009.25,23.5,64.71,89
Marcos Baghdatis,351,2009.75,24,64.67,89
Marcos Baghdatis,387,2010.25,24.5,65.89,89
Marcos Baghdatis,424,2010.75,25,65.09,89
Marcos Baghdatis,444,2011.25,25.5,64.41,89
Marcos Baghdatis,480,2011.75,26,63.54,89
Marcos Baghdatis,510,2012.25,26.5,63.33,89
Marcos Baghdatis,535,2012.75,27,62.8,89
Marcos Baghdatis,562,2013.25,27.5,62.63,89
Marcos Baghdatis,582,2013.75,28,61.34,89
Marcos Baghdatis,597,2014.25,28.5,60.8,89
Marcos Baghdatis,620,2014.75,29,61.45,89
Alex Metreveli,1,1972.75,28,80,88
Alex Metreveli,20,1973.25,28.5,65,88
Alex Metreveli,65,1974.25,29.5,66.15,88
Alex Metreveli,103,1974.75,30,69.9,88
Alex Metreveli,127,1975.25,30.5,67.72,88
Alex Metreveli,158,1976.25,31.5,63.92,88
Pat Cash,1,1981.5,15.75,40,87
Pat Cash,4,1981.75,16,50,87
Pat Cash,14,1982.25,16.5,42.86,87
Pat Cash,30,1982.75,17,46.67,87
Pat Cash,59,1983.25,17.5,59.32,87
Pat Cash,92,1983.75,18,57.61,87
Pat Cash,120,1984.25,18.5,61.67,87
Pat Cash,152,1984.75,19,61.84,87
Pat Cash,172,1985.25,19.5,62.79,87
Pat Cash,185,1986.25,20.5,61.62,87
Pat Cash,200,1986.75,21,62,87
Pat Cash,232,1987.25,21.5,64.66,87
Pat Cash,259,1987.75,22,64.86,87
Pat Cash,298,1988.25,22.5,66.11,87
Pat Cash,321,1989.25,23.5,66.04,87
Pat Cash,325,1990.25,24.5,65.23,87
Pat Cash,348,1990.75,25,66.09,87
Pat Cash,363,1991.25,25.5,65.56,87
Pat Cash,377,1991.75,26,65.25,87
Pat Cash,383,1992.25,26.5,64.75,87
Pat Cash,396,1994.75,29,64.65,87
Pat Cash,414,1995.25,29.5,63.77,87
Pat Cash,425,1997.25,31.5,62.59,87
Pat Cash,429,1997.75,32,62,87
Mario Ancic,1,2000.5,15.75,40,86
Mario Ancic,18,2000.75,16,66.67,86
Mario Ancic,38,2001.25,16.5,65.79,86
Mario Ancic,68,2001.75,17,61.76,86
Mario Ancic,101,2002.25,17.5,63.37,86
Mario Ancic,128,2002.75,18,60.94,86
Mario Ancic,164,2003.25,18.5,62.2,86
Mario Ancic,186,2003.75,19,59.68,86
Mario Ancic,212,2004.25,19.5,58.96,86
Mario Ancic,245,2004.75,20,58.78,86
Mario Ancic,272,2005.25,20.5,58.82,86
Mario Ancic,306,2005.75,21,59.15,86
Mario Ancic,346,2006.25,21.5,59.54,86
Mario Ancic,381,2006.75,22,61.68,86
Mario Ancic,409,2007.75,23,61.86,86
Mario Ancic,436,2008.25,23.5,62.39,86
Mario Ancic,463,2008.75,24,62.42,86
Mario Ancic,488,2009.25,24.5,62.5,86
Mario Ancic,505,2010.25,25.5,62.38,86
Petr Korda,1,1987.5,18.75,40,85
Petr Korda,12,1987.75,19,66.67,85
Petr Korda,35,1988.25,19.5,60,85
Petr Korda,49,1988.75,20,55.1,85
Petr Korda,60,1989.25,20.5,55,85
Petr Korda,77,1989.75,21,54.55,85
Petr Korda,113,1990.25,21.5,55.75,85
Petr Korda,134,1990.75,22,52.99,85
Petr Korda,159,1991.25,22.5,52.2,85
Petr Korda,199,1991.75,23,55.78,85
Petr Korda,237,1992.25,23.5,56.96,85
Petr Korda,290,1992.75,24,60.34,85
Petr Korda,333,1993.25,24.5,61.56,85
Petr Korda,370,1993.75,25,61.89,85
Petr Korda,417,1994.25,25.5,63.07,85
Petr Korda,439,1994.75,26,62.41,85
Petr Korda,467,1995.25,26.5,62.1,85
Petr Korda,499,1995.75,27,61.72,85
Petr Korda,513,1996.25,27.5,61.79,85
Petr Korda,550,1996.75,28,62,85
Petr Korda,583,1997.25,28.5,62.26,85
Petr Korda,630,1997.75,29,62.86,85
Petr Korda,667,1998.25,29.5,63.87,85
Petr Korda,693,1998.75,30,63.35,85
Petr Korda,712,1999.25,30.5,62.5,85
Tommy Robredo,1,1999,16.25,80,84
Tommy Robredo,15,1999.25,16.5,73.33,84
Tommy Robredo,43,2000.25,17.5,67.44,84
Tommy Robredo,67,2000.75,18,68.66,84
Tommy Robredo,89,2001.25,18.5,65.17,84
