race,pseudoScore,repayRate,y,canPay,y_all
white,780,0.9725982835708012,16,TRUE,18
white,780,0.9725982835708012,17,TRUE,19
white,780,0.9725982835708012,18,TRUE,20
white,780,0.9725982835708012,19,TRUE,21
white,780,0.9725982835708012,20,TRUE,22
white,780,0.9725982835708012,21,TRUE,23
white,780,0.9725982835708012,22,TRUE,24
white,780,0.9725982835708012,23,TRUE,25
white,800,0.978654725478895,1,TRUE,2
white,800,0.978654725478895,2,TRUE,3
white,800,0.978654725478895,3,TRUE,4
white,800,0.978654725478895,4,TRUE,5
white,800,0.978654725478895,5,TRUE,6
white,800,0.978654725478895,6,TRUE,7
white,800,0.978654725478895,7,TRUE,8
white,800,0.978654725478895,8,TRUE,9
white,800,0.978654725478895,9,TRUE,10
white,800,0.978654725478895,10,TRUE,11
white,800,0.978654725478895,11,TRUE,12
white,800,0.978654725478895,12,TRUE,13
white,800,0.978654725478895,13,TRUE,14
white,800,0.978654725478895,14,TRUE,15
white,800,0.978654725478895,15,TRUE,16
white,800,0.978654725478895,16,TRUE,17
white,800,0.978654725478895,17,TRUE,18
white,800,0.978654725478895,18,TRUE,19
white,800,0.978654725478895,19,TRUE,20
white,800,0.978654725478895,20,TRUE,21
white,800,0.978654725478895,21,TRUE,22
white,800,0.978654725478895,22,TRUE,23
white,800,0.978654725478895,23,TRUE,24
white,800,0.978654725478895,24,TRUE,25
white,800,0.978654725478895,25,TRUE,26
white,800,0.978654725478895,26,TRUE,27
white,800,0.978654725478895,27,TRUE,28
white,820,0.9833954007545693,1,TRUE,2
white,820,0.9833954007545693,2,TRUE,3
white,820,0.9833954007545693,3,TRUE,4
white,820,0.9833954007545693,4,TRUE,5
white,820,0.9833954007545693,5,TRUE,6
white,820,0.9833954007545693,6,TRUE,7
white,820,0.9833954007545693,7,TRUE,8
white,820,0.9833954007545693,8,TRUE,9
white,820,0.9833954007545693,9,TRUE,10
white,820,0.9833954007545693,10,TRUE,11
white,820,0.9833954007545693,11,TRUE,12
white,820,0.9833954007545693,12,TRUE,13
white,820,0.9833954007545693,13,TRUE,14
white,820,0.9833954007545693,14,TRUE,15
white,820,0.9833954007545693,15,TRUE,16
white,820,0.9833954007545693,16,TRUE,17
white,820,0.9833954007545693,17,TRUE,18
white,820,0.9833954007545693,18,TRUE,19
white,820,0.9833954007545693,19,TRUE,20
white,820,0.9833954007545693,20,TRUE,21
white,820,0.9833954007545693,21,TRUE,22
white,820,0.9833954007545693,22,TRUE,23
white,820,0.9833954007545693,23,TRUE,24
white,820,0.9833954007545693,24,TRUE,25
white,820,0.9833954007545693,25,TRUE,26
white,820,0.9833954007545693,26,TRUE,27
white,820,0.9833954007545693,27,TRUE,28
white,820,0.9833954007545693,28,TRUE,29
white,820,0.9833954007545693,29,TRUE,30
white,820,0.9833954007545693,30,TRUE,31
white,840,0.9870970780524378,1,TRUE,1
white,840,0.9870970780524378,2,TRUE,2
white,840,0.9870970780524378,3,TRUE,3
white,840,0.9870970780524378,4,TRUE,4
white,840,0.9870970780524378,5,TRUE,5
white,840,0.9870970780524378,6,TRUE,6
white,840,0.9870970780524378,7,TRUE,7
white,840,0.9870970780524378,8,TRUE,8
white,840,0.9870970780524378,9,TRUE,9
white,840,0.9870970780524378,10,TRUE,10
white,840,0.9870970780524378,11,TRUE,11
white,840,0.9870970780524378,12,TRUE,12
white,840,0.9870970780524378,13,TRUE,13
white,840,0.9870970780524378,14,TRUE,14
white,840,0.9870970780524378,15,TRUE,15
white,840,0.9870970780524378,16,TRUE,16
white,840,0.9870970780524378,17,TRUE,17
white,840,0.9870970780524378,18,TRUE,18
white,840,0.9870970780524378,19,TRUE,19
white,840,0.9870970780524378,20,TRUE,20
white,840,0.9870970780524378,21,TRUE,21
white,840,0.9870970780524378,22,TRUE,22
white,840,0.9870970780524378,23,TRUE,23
white,840,0.9870970780524378,24,TRUE,24
white,840,0.9870970780524378,25,TRUE,25
white,840,0.9870970780524378,26,TRUE,26
black,440,0.31381444673446657,-2,FALSE,3
black,460,0.37136552196288253,-2,FALSE,3
black,480,0.43281377852929775,-2,FALSE,3
black,500,0.49640079215998273,-2,FALSE,4
black,500,0.49640079215998273,-3,FALSE,5
black,520,0.5601044470490575,-3,FALSE,6
black,520,0.5601044470490575,-4,FALSE,7
black,540,0.6218878672723317,-3,FALSE,7
black,540,0.6218878672723317,-4,FALSE,8
black,560,0.6799521777323727,-4,FALSE,9
black,560,0.6799521777323727,-5,FALSE,10
black,580,0.7329291536926648,-5,FALSE,12
black,600,0.7799745585672777,-4,FALSE,11
black,620,0.8207594275685549,-4,FALSE,12
black,640,0.8553859374023411,-4,FALSE,13
white,420,0.26147249689033253,1,FALSE,1
white,440,0.31381444673446657,2,FALSE,4
white,460,0.37136552196288253,2,FALSE,4
white,480,0.43281377852929775,2,FALSE,4
white,480,0.43281377852929775,3,FALSE,5
white,500,0.49640079215998273,3,FALSE,6
white,500,0.49640079215998273,4,FALSE,7
white,520,0.5601044470490575,4,FALSE,8
white,520,0.5601044470490575,5,FALSE,9
white,540,0.6218878672723317,5,FALSE,9
white,540,0.6218878672723317,6,FALSE,10
white,540,0.6218878672723317,7,FALSE,11
white,560,0.6799521777323727,6,FALSE,11
white,560,0.6799521777323727,7,FALSE,12
white,560,0.6799521777323727,8,FALSE,13
white,580,0.7329291536926648,8,FALSE,13
white,580,0.7329291536926648,9,FALSE,14
white,600,0.7799745585672777,8,FALSE,12
white,600,0.7799745585672777,9,FALSE,13
white,620,0.8207594275685549,9,FALSE,13
white,620,0.8207594275685549,10,FALSE,14
white,640,0.8553859374023411,10,FALSE,14
white,640,0.8553859374023411,11,FALSE,15
white,660,0.8842663859386121,12,FALSE,16
white,660,0.8842663859386121,13,FALSE,17
white,680,0.9079995386609249,14,FALSE,17
white,700,0.9272661212541891,16,FALSE,19
white,720,0.9427523134842034,17,FALSE,20
white,740,0.9551009068284978,19,FALSE,21
white,760,0.9648850645390551,21,FALSE,23
white,780,0.9725982835708012,24,FALSE,26
white,800,0.978654725478895,28,FALSE,29
